title	release_year	rating_small	user_rating_score	dataset_small	rating_big	type	dataset_big	director	score_available	dataset	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
After Porn Ends	2012				NR	Movie	big	Bryce Wagoner	False	big	tt1291547	movie	After Porn Ends	After Porn Ends	0.0	2012.0		94.0	Documentary	5.7	8182.0
Afterschool	2008				TV-MA	Movie	big	Antonio Campos	False	big	tt1224366	movie	Afterschool	Afterschool	0.0	2008.0		120.0	Drama,Mystery	6.0	5022.0
Agatha Christie's Crooked House	2017				PG-13	Movie	big	Gilles Paquet-Brenner	False	big											
Age Gap Love	2017				TV-MA	TV Show	big		False	big											
Age of Glory	2010				TV-MA	TV Show	big		False	big											
Age of Tanks	2017				TV-PG	TV Show	big		False	big	tt8107992	tvMiniSeries	Age of Tanks	Age of Tanks	0.0	2017.0	2017.0	54.0	Documentary,History	7.3	1152.0
Agent F.O.X.	2014	PG		small					False	small	tt3897080	movie	Agent F.O.X.	Tu zi zhon de huo hu li	0.0	2014.0		83.0	Adventure,Animation,Comedy	3.1	298.0
Agent Raghav	2015				TV-14	TV Show	big		False	big	tt6792644	tvSeries	Agent Raghav	Agent Raghav	0.0	2015.0	2016.0	45.0	Crime	5.8	114.0
Agneepath	1990				TV-14	Movie	big	Mukul Anand	False	big	tt0098999	movie	Agneepath	Agneepath	0.0	1990.0		174.0	Action,Crime,Drama	7.6	9659.0
Agyaat	2009				TV-14	Movie	big	Ram Gopal Varma	False	big	tt1415252	movie	Agyaat	Agyaat	0.0	2009.0		130.0	Adventure,Drama,Horror	3.0	749.0
Ahista Ahista	2006				TV-14	Movie	big	Shivam Nair	False	big	tt0831840	movie	Ahista Ahista	Ahista Ahista	0.0	2006.0		122.0	Drama,Romance	6.9	1718.0
Ai Weiwei: Never Sorry	2012				R	Movie	big	Alison Klayman	False	big	tt1845773	movie	Ai Weiwei: Never Sorry	Ai Weiwei: Never Sorry	0.0	2012.0		91.0	Documentary	7.5	4552.0
Ainsley Eats the Streets	2014				TV-PG	TV Show	big		False	big	tt8948164	tvSeries	Ainsley Eats the Streets	Ainsley Eats the Streets	0.0	2014.0	2014.0		Documentary	7.2	86.0
Air Bud: Spikes Back	2003	G		small					False	small	tt0337812	video	Air Bud: Spikes Back	Air Bud: Spikes Back	0.0	2003.0		87.0	Comedy,Family,Sport	4.0	2249.0
Air Bud: World Pup	2000	G		small					False	small	tt0161220	video	Air Bud: World Pup	Air Bud 3: World Pup	0.0	2000.0		83.0	Comedy,Drama,Family	4.5	3425.0
Air Buddies	2006	PG		small					False	small	tt0470982	video	Air Buddies	Air Buddies	0.0	2006.0		80.0	Adventure,Comedy,Family	4.7	4490.0
Air Force One	1997				R	Movie	big	Wolfgang Petersen	False	big	tt0118571	movie	Air Force One	Air Force One	0.0	1997.0		124.0	Action,Crime,Drama	6.5	215864.0
Aisa Yeh Jahaan	2015				TV-14	Movie	big	Biswajeet Bora	False	big											
Aitraaz	2004				TV-14	Movie	big	Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla	False	big	tt0418460	movie	Aitraaz	Aitraaz	0.0	2004.0		160.0	Drama,Romance,Thriller	6.6	11171.0
Aiyyaa	2012				TV-14	Movie	big	Sachin Kundalkar	False	big	tt2255934	movie	Aiyyaa	Aiyyaa	0.0	2012.0		152.0	Comedy,Romance	4.4	2092.0
Ajab Prem Ki Ghazab Kahani	2009				TV-14	Movie	big	Rajkumar Santoshi	False	big	tt1252596	movie	Ajab Prem Ki Ghazab Kahani	Ajab Prem Ki Ghazab Kahani	0.0	2009.0		150.0	Action,Comedy,Musical	6.4	17556.0
Ajaibnya Cinta	2015				TV-PG	TV Show	big		False	big											
Ajji	2017				TV-MA	Movie	big	Devashish Makhija	False	big	tt6471054	movie	Ajji	Ajji	0.0	2017.0		104.0	Crime,Drama	6.8	1876.0
Akulah Balqis	2015				TV-14	TV Show	big	Pali Yahya	False	big											
Al Hayba	2017				TV-14	TV Show	big		False	big	tt7035576	tvSeries	Al Hayba	Al Hayba	0.0	2017.0		45.0	Action,Crime,Drama	7.2	2014.0
Alakada Reloaded	2017				TV-MA	Movie	big	Toyin Abraham	False	big	tt13275228	movie	Alakada Reloaded	Alakada Reloaded	0.0	2017.0		103.0	Comedy	2.4	29.0
Alan Saldaña: Mi vida de pobre	2017				TV-MA	Movie	big	Raúl Campos, Jan Suter	False	big	tt7183082	tvSpecial	Alan Saldaña: Mi vida de pobre	Alan Saldaña: Mi vida de pobre	0.0	2017.0		70.0	Comedy	6.3	74.0
Alarmoty in the Land of Fire	2017				TV-MA	Movie	big		False	big	tt10497352	movie	Alarmoty in the Land of Fire	El-Qarmuti fi Ardh el-Nar	0.0	2017.0		94.0	Comedy	4.1	206.0
Alaska Is a Drag	2017				TV-MA	Movie	big	Shaz Bennett	False	big	tt4341390	movie	Alaska Is a Drag	Alaska Is a Drag	0.0	2017.0		83.0	Drama	6.6	551.0
Albion: The Enchanted Stallion	2016				TV-PG	Movie	big	Castille Landon	False	big	tt4518260	movie	Albion: The Enchanted Stallion	Albion: The Enchanted Stallion	0.0	2016.0		106.0	Action,Adventure,Comedy	5.2	1628.0
Alexandria ... Why?	1979				TV-MA	Movie	big	Youssef Chahine	False	big											
Alexandria: Again and Forever	1989				TV-MA	Movie	big	Youssef Chahine	False	big	tt0099858	movie	Alexandria: Again and Forever	Iskanderija, kaman oue kaman	0.0	1989.0		100.0	Drama	6.5	843.0
Ali Baba ve 7 Cüceler	2015				TV-MA	Movie	big	Cem Yılmaz	False	big											
Ali Wong: Baby Cobra	2016				TV-MA	Movie	big	Jay Karas	False	big	tt5066574	tvSpecial	Ali Wong: Baby Cobra	Ali Wong: Baby Cobra	0.0	2016.0		60.0	Comedy	7.5	8180.0
Alias Grace	2017				TV-MA	TV Show	big		False	big	tt1034007	tvMiniSeries	Alias Grace	Alias Grace	0.0	2017.0	2017.0	45.0	Biography,Crime,Drama	7.6	39506.0
Alias JJ, la celebridad del mal	2017				TV-MA	Movie	big		False	big	tt28789130	tvSpecial	Alias JJ, la celebridad del mal	Alias JJ, la celebridad del mal	0.0	2017.0		53.0	Crime,Documentary		
Alibaba Aur 40 Chor	1980				TV-14	Movie	big	Latif Faiziyev, Umesh Mehra	False	big											
Alice Doesn't Live Here Anymore	1974				PG	Movie	big	Martin Scorsese	False	big	tt0071115	movie	Alice Doesn't Live Here Anymore	Alice Doesn't Live Here Anymore	0.0	1974.0		112.0	Drama,Romance	7.3	28364.0
Alien Contact: Outer Space	2017				TV-PG	Movie	big	J. Michael Long	False	big	tt7130832	video	Alien Contact: Outer Space	Alien Contact: Outer Space	0.0	2017.0		63.0	Documentary	3.9	444.0
Alive and Kicking	2016				TV-14	Movie	big	Susan Glatzer	False	big	tt4329394	movie	Alive and Kicking	Alive and Kicking	0.0	2016.0		88.0	Documentary,History,Music	7.2	523.0
All Dogs Go to Heaven	1989				G	Movie	big	Don Bluth, Gary Goldman, Dan Kuenster	False	big	tt0096787	movie	All Dogs Go to Heaven	All Dogs Go to Heaven	0.0	1989.0		84.0	Adventure,Animation,Comedy	6.7	48086.0
All Hail King Julien	2016	TV-Y7-FV	71.0	small					True	small											
All Hail King Julien	2017				TV-Y7	TV Show	big		False	big											
All Hail King Julien: Exiled	2017				TV-Y7	TV Show	big		False	big	tt6865906	tvSeries	All Hail King Julien: Exiled	All Hail King Julien: Exiled	0.0	2017.0	2017.0	23.0	Adventure,Animation,Comedy	7.4	740.0
All Hallows' Eve	2016				TV-G	Movie	big	Charlie Vaughn	False	big	tt4906686	movie	All Hallows' Eve	All Hallows' Eve	0.0	2016.0		92.0	Family	5.0	775.0
All The Reasons To Forget	2017				TV-MA	Movie	big	Pedro Coutinho	False	big											
All of You	2017				TV-MA	Movie	big	Dan Villegas	False	big	tt7736536	movie	All of You	All of You	0.0	2017.0		103.0	Drama,Romance	5.6	193.0
All the Boys Love Mandy Lane	2006				R	Movie	big	Jonathan Levine	False	big	tt0490076	movie	All the Boys Love Mandy Lane	All the Boys Love Mandy Lane	0.0	2006.0		90.0	Horror,Mystery,Thriller	5.5	35361.0
All's Well, End's Well (2009)	2009				TV-14	Movie	big	Vincent Kok	False	big											
AllI Wish	2017				R	Movie	big	Susan Walter	False	big											
Almost Adults	2016	NR		small					False	small	tt4686862	movie	Almost Adults	Almost Adults	0.0	2016.0		90.0	Comedy,Drama	5.6	3190.0
Alone in Berlin	2016				R	Movie	big	Vincent Perez	False	big	tt3026488	movie	Alone in Berlin	Alone in Berlin	0.0	2016.0		103.0	Drama,History,War	6.5	10165.0
Alpha and Omega 2: A Howl-iday Adventure	2013				TV-G	Movie	big	Richard Rich	False	big	tt3111728	video	Alpha and Omega 2: A Howl-iday Adventure	Alpha and Omega 2: A Howl-iday Adventure	0.0	2013.0		45.0	Action,Adventure,Animation	4.7	1171.0
Alpha and Omega: Dino Digs	2016	TV-G		small					False	small											
Alpha and Omega: The Legend of the Saw Tooth Cave	2014				TV-Y7	Movie	big	Richard Rich	False	big											
AlphaGo	2017				TV-G	Movie	big	Greg Kohs	False	big	tt6700846	movie	AlphaGo	AlphaGo	0.0	2017.0		90.0	Documentary,Sport	7.8	7191.0
Alphablocks	2014				TV-Y	TV Show	big		False	big											
Always Be My Maybe	2016				TV-14	Movie	big	Dan Villegas	False	big	tt5341036	movie	Always Be My Maybe	Always Be My Maybe	0.0	2016.0		112.0	Romance	6.5	447.0
Amanda Knox	2016				TV-MA	Movie	big	Rod Blackhurst, Brian McGinn	False	big	tt5952332	movie	Amanda Knox	Amanda Knox	0.0	2016.0		92.0	Crime,Documentary	6.9	26555.0
Amandla! A Revolution in Four Part Harmony	2002				PG-13	Movie	big	Lee Hirsch	False	big											
Amar	2017				TV-MA	Movie	big	Esteban Crespo	False	big	tt5479616	movie	Amar	Amar	0.0	2017.0		105.0	Drama,Romance	5.1	5224.0
Amar Akbar & Tony	2015				TV-MA	Movie	big	Atul Malhotra	False	big	tt2901006	movie	Amar Akbar & Tony	Amar Akbar & Tony	0.0	2015.0		96	Comedy,Drama,Romance	5.3	310.0
Amar Akbar Anthony	1977				TV-14	Movie	big	Manmohan Desai	False	big	tt0075669	movie	Amar Akbar Anthony	Amar Akbar Anthony	0.0	1977.0		184.0	Action,Comedy,Drama	7.4	8508.0
Amar's Hands	2011				TV-14	Movie	big	Khaled Youssef	False	big											
Amelia: A Tale of Two Sisters	2017				TV-PG	Movie	big	Edward Cotterill	False	big											
America's Book of Secrets	2014				TV-14	TV Show	big		False	big											
America's Next Top Model	2013				TV-14	TV Show	big		False	big	tt3181410	short	America's Next Top Model	America's Next Top Model	0.0	2013.0		19	Comedy,Short		
American Anarchist	2016				TV-MA	Movie	big	Charlie Siskel	False	big	tt6032170	movie	American Anarchist	American Anarchist	0.0	2016.0		80.0	Documentary	5.9	1814.0
American Circumcision	2017				TV-14	Movie	big	Brendon Marotta	False	big	tt7628146	movie	American Circumcision	American Circumcision	0.0	2017.0		101.0	Documentary	7.3	639.0
American Crime	2016	TV-14		small					False	small											
American Crime	2017				TV-MA	TV Show	big		False	big											
American Crime Story: The People v. O.J. Simpson	2016	TV-MA	79.0	small	TV-MA	TV Show	big		True	smallbig											
American Experience: Ruby Ridge	2017				TV-MA	Movie	big	Barak Goodman	False	big											
American Heist	2014				R	Movie	big	Sarik Andreasyan	False	big	tt2923316	movie	American Heist	American Heist	0.0	2014.0		94.0	Action,Crime,Drama	5.0	17838.0
American History X	1998				R	Movie	big	Tony Kaye	False	big	tt0120586	movie	American History X	American History X	0.0	1998.0		119.0	Crime,Drama	8.5	1219184.0
American Honey	2016				R	Movie	big	Andrea Arnold	False	big	tt3721936	movie	American Honey	American Honey	0.0	2016.0		163.0	Adventure,Drama,Romance	7.0	47949.0
American Horror Story	2016	TV-MA	90.0	small					True	small											
American Masters: Inventing David Geffen	2012				TV-MA	Movie	big	Susan Lacy	False	big											
American Me	1992				R	Movie	big	Edward James Olmos	False	big	tt0103671	movie	American Me	American Me	0.0	1992.0		125.0	Biography,Crime,Drama	7.1	10860.0
American Odyssey	2015	TV-14		small	TV-14	TV Show	big		False	smallbig	tt3551796	tvSeries	American Odyssey	American Odyssey	0.0	2015.0	2015.0	60	Action,Drama,Thriller	7.3	6355.0
American Outlaws	2001				PG-13	Movie	big	Les Mayfield	False	big	tt0244000	movie	American Outlaws	American Outlaws	0.0	2001.0		94.0	Action,Western	5.9	17968.0
American Psycho	2000				R	Movie	big	Mary Harron	False	big	tt0144084	movie	American Psycho	American Psycho	0.0	2000.0		102.0	Crime,Drama,Horror	7.6	762734.0
Among Family	2017				TV-14	Movie	big	Ozan Açıktan	False	big											
Amrapali	1966				TV-PG	Movie	big	Lekh Tandon	False	big	tt0060104	movie	Amrapali	Amrapali	0.0	1966.0		119.0	Fantasy,History	6.6	292.0
Amy Schumer: The Leather Special	2017	TV-MA		small	TV-MA	Movie	big	Amy Schumer	False	smallbig	tt6616074	tvSpecial	Amy Schumer: The Leather Special	Amy Schumer: The Leather Special	0.0	2017.0		57.0	Comedy	3.2	10698.0
An American Girl: McKenna Shoots for the Stars	2012				TV-Y	Movie	big	Vince Marcello	False	big											
An American Tail	1986	G	67.0	small	G	Movie	big	Don Bluth	True	smallbig	tt0090633	movie	An American Tail	An American Tail	0.0	1986.0		80.0	Adventure,Animation,Comedy	6.9	59526.0
An American Tail: Fievel Goes West	1991	G		small	G	Movie	big	Phil Nibbelink, Simon Wells	False	smallbig	tt0101329	movie	An American Tail: Fievel Goes West	An American Tail: Fievel Goes West	0.0	1991.0		75.0	Adventure,Animation,Family	6.5	29080.0
An American Tail: The Mystery of the Night Monster	1999	G		small	G	Movie	big	Larry Latham	False	smallbig	tt0197230	video	An American Tail: The Mystery of the Night Monster	An American Tail: The Mystery of the Night Monster	0.0	1999.0		78.0	Adventure,Animation,Family	5.7	1473.0
An American Tail: The Treasures of Manhattan Island	2000				G	Movie	big	Larry Latham	False	big											
An American in Madras	2013				TV-PG	Movie	big	Karan Bali	False	big	tt3279468	movie	An American in Madras	An American in Madras	0.0	2013.0		80	Biography,Documentary,History	7.2	34.0
An Egyptian Story	1982				TV-MA	Movie	big	Youssef Chahine	False	big	tt0084042	movie	An Egyptian Story	Hadduta misrija	0.0	1982.0		115.0	Drama	7.3	1363.0
An Extremely Goofy Movie	1999	G	67.0	small					True	small											
An Hour and a Half	2012				TV-14	Movie	big	Wael Ehsan	False	big											
An Imperfect Murder	2017				R	Movie	big	James Toback	False	big	tt6469960	movie	An Imperfect Murder	The Private Life of a Modern Woman	0.0	2017.0		71.0	Drama,Mystery,Thriller	2.9	2159.0
An Innocent Mistake	2012				TV-14	TV Show	big		False	big	tt3866494	tvSeries	An Innocent Mistake	Zui mei li	0.0	2012.0	2013.0	75.0	Drama	7.0	21.0
An Ordinary Man	2017				R	Movie	big	Brad Silberling	False	big	tt1785288	movie	An Ordinary Man	An Ordinary Man	0.0	2017.0		90.0	Drama,Thriller,War	5.7	3591.0
An Unfinished Life	2005				PG-13	Movie	big	Lasse Hallström	False	big	tt0350261	movie	An Unfinished Life	An Unfinished Life	0.0	2005.0		108.0	Drama,Family,Romance	7.0	34751.0
An Upper Egyptian	2014				TV-MA	Movie	big	Ismail Farouk, Hazem Fouda	False	big	tt5837152	movie	An Upper Egyptian	Wahid Saeiday	0.0	2014.0		85.0	Action,Comedy,Drama	3.2	341.0
Anaamika	2014				TV-14	Movie	big	Sekhar Kammula	False	big	tt2939898	movie	Anaamika	Anaamika	0.0	2014.0		145.0	Thriller	5.5	333.0
Anarkali of Aarah	2017				TV-MA	Movie	big	Avinash Das	False	big											
Anchor Baby	2010				TV-MA	Movie	big	Lonzo Nzekwe	False	big	tt1666555	movie	Anchor Baby	Anchor Baby	0.0	2010.0		95.0	Drama,Thriller	6.4	105.0
Anchor and Hope	2017				TV-MA	Movie	big	Carlos Marques-Marcet	False	big	tt5981304	movie	Anchor and Hope	Anchor and Hope	0.0	2017.0		113.0	Comedy,Drama,Romance	6.3	1198.0
And Then Came Lola	2009				TV-MA	Movie	big	Ellen Seidler, Megan Siler	False	big	tt1123894	movie	And Then Came Lola	And Then Came Lola	0.0	2009.0		71.0	Comedy,Drama,Romance	4.0	1806.0
Andaleeb El Dokki	2008				TV-14	Movie	big	Wael Ehsan	False	big											
Andaz Apna Apna	1994				TV-14	Movie	big	Rajkumar Santoshi	False	big	tt0109117	movie	Andaz Apna Apna	Andaz Apna Apna	0.0	1994.0		160.0	Action,Comedy,Romance	8.0	56252.0
Anesthesia	2015				R	Movie	big	Tim Blake Nelson	False	big	tt3317208	movie	Anesthesia	Anesthesia	0.0	2015.0		90.0	Crime,Drama	6.1	5142.0
Angamaly Diaries	2017				TV-14	Movie	big	Lijo Jose Pellissery	False	big	tt6167894	movie	Angamaly Diaries	Angamaly Diaries	0.0	2017.0		132.0	Action,Comedy,Thriller	7.9	6861.0
Angel 'N' Devil	2014				TV-14	TV Show	big		False	big											
Angel Beats!	2010				TV-PG	TV Show	big		False	big	tt1639109	tvSeries	Angel Beats!	Angel Beats!	0.0	2010.0	2010.0	25.0	Action,Animation,Comedy	7.6	16802.0
Angel Eyes	2001				R	Movie	big	Luis Mandoki	False	big	tt0225071	movie	Angel Eyes	Angel Eyes	0.0	2001.0		102.0	Drama,Romance	5.7	26029.0
Angelina Ballerina	2010				TV-Y	TV Show	big		False	big											
Angels & Demons	2009				PG-13	Movie	big	Ron Howard	False	big	tt0808151	movie	Angels & Demons	Angels & Demons	0.0	2009.0		138.0	Mystery,Thriller	6.7	315350.0
Angry Birds	2013	TV-G		small					False	small											
Angry Indian Goddesses	2015				TV-MA	Movie	big	Pan Nalin	False	big	tt3368222	movie	Angry Indian Goddesses	Angry Indian Goddesses	0.0	2015.0		115.0	Comedy,Crime,Drama	6.9	2999.0
Animaniacs	1997	TV-Y7	72.0	small					True	small											
Anjaam	1994				TV-14	Movie	big	Rahul Rawail	False	big	tt0109134	movie	Anjaam	Anjaam	0.0	1994.0		170.0	Crime,Drama,Thriller	6.6	7472.0
Anjaan	2014				TV-14	Movie	big	N. Linguswamy	False	big	tt3563156	movie	Anjaan	Anjaan	0.0	2014.0		166	Action,Crime,Drama	5.3	6277.0
Anjelah Johnson: Not Fancy	2015				TV-14	Movie	big	Jay Karas	False	big	tt4199110	tvSpecial	Anjelah Johnson: Not Fancy	Anjelah Johnson: Not Fancy	0.0	2015.0		90.0	Comedy,Documentary	5.8	781.0
Ankhon Dekhi	2013				TV-PG	Movie	big	Rajat Kapoor	False	big	tt3614516	movie	Ankhon Dekhi	Ankhon Dekhi	0.0	2013.0		107	Comedy,Drama	7.9	13151.0
Ankur Arora Murder Case	2013				TV-14	Movie	big	Sohail Tatari	False	big	tt2912578	movie	Ankur Arora Murder Case	Ankur Arora Murder Case	0.0	2013.0		129	Drama,Thriller	6.5	2265.0
Annabelle Hooper and the Ghosts of Nantucket	2016				TV-PG	Movie	big	Paul Serafini	False	big	tt3032060	movie	Annabelle Hooper and the Ghosts of Nantucket	Annabelle Hooper and the Ghosts of Nantucket	0.0	2016.0		92.0	Adventure,Family,Mystery	5.6	876.0
Annie	1982	PG	68.0	small					True	small	tt0083564	movie	Annie	Annie	0.0	1982.0		127.0	Comedy,Drama,Family	6.6	51023.0
Anohana: The Flower We Saw That Day	2011				TV-14	TV Show	big		False	big	tt1913273	tvMiniSeries	Anohana: The Flower We Saw That Day	Ano hi mita hana no namae o bokutachi wa mada shiranai.	0.0	2011.0	2011.0	23.0	Adventure,Animation,Drama	8.1	16750.0
Another Forever	2016				TV-PG	Movie	big	Juan Zapata	False	big	tt5204636	movie	Another Forever	Another Forever	0.0	2016.0		72.0	Drama	5.2	543.0
Another Miss Oh	2016				TV-MA	TV Show	big		False	big	tt5679572	tvSeries	Another Miss Oh	Ddo Oh Hae Yeong	0.0	2016.0	2016.0	70.0	Comedy,Fantasy,Romance	7.8	2638.0
Antar: Son of Shadad	2017				TV-MA	Movie	big	Sherif Ismail	False	big											
Anthony Jeselnik: Thoughts and Prayers	2015				TV-MA	Movie	big	Adam Dubin	False	big	tt5087554	tvSpecial	Anthony Jeselnik: Thoughts and Prayers	Anthony Jeselnik: Thoughts and Prayers	0.0	2015.0		59.0	Comedy	7.7	6220.0
Anthony Kaun Hai?	2006				TV-14	Movie	big	Raj Kaushal	False	big	tt0800981	movie	Anthony Kaun Hai?	Anthony Kaun Hai?	0.0	2006.0		127.0	Mystery,Thriller	5.1	709.0
Antz	1998	PG	80.0	small					True	small	tt0120587	movie	Antz	Antz	0.0	1998.0		83.0	Adventure,Animation,Comedy	6.5	166538.0
Anwar	2007				TV-14	Movie	big	Manish Jha	False	big	tt0953306	movie	Anwar	Anwar	0.0	2007.0		144.0	Drama,Romance,Thriller	6.5	1147.0
Apache Warrior	2017				TV-MA	Movie	big	David Salzberg, Christian Tureaud	False	big	tt6423664	movie	Apache Warrior	Apache Warrior	0.0	2017.0		88.0	Documentary	6.6	425.0
Apaches	2016				TV-MA	TV Show	big		False	big											
Apaharan	2005				TV-14	Movie	big	Prakash Jha	False	big	tt0451631	movie	Apaharan	Apaharan	0.0	2005.0		173.0	Action,Crime,Drama	7.4	5366.0
April and the Extraordinary World	2015				PG	Movie	big	Christian Desmares, Franck Ekinci	False	big	tt3422078	movie	April and the Extraordinary World	Avril et le monde truqué	0.0	2015.0		105	Adventure,Animation,Comedy	7.2	8656.0
Aquarius	2015	TV-MA		small					False	small	tt3768572	tvSeries	Aquarius	Aquarius	0.0	2015.0	2016.0	42.0	Biography,Crime,Drama	7.0	13676.0
Aram, Aram	2015				TV-14	Movie	big	Christopher Chambers	False	big	tt3245848	movie	Aram, Aram	Aram, Aram	0.0	2015.0		79	Drama	6.5	189.0
Arctic Heart	2016				TV-14	Movie	big	Marie Madinier	False	big	tt4607228	movie	Arctic Heart	Le secret des banquises	0.0	2016.0		81.0	Comedy,Drama,Romance	5.2	1186.0
Are You The One	2014				TV-14	TV Show	big		False	big											
Argon	2017				TV-MA	TV Show	big		False	big	tt7094798	tvSeries	Argon	A-reu-gon	0.0	2017.0	2017.0		Drama	7.3	325.0
Ari Shaffir: Double Negative	2017				TV-MA	TV Show	big	Eric Abrams	False	big	tt6254796	tvSpecial	Ari Shaffir: Double Negative	Ari Shaffir: Double Negative	0.0	2017.0			Comedy	6.8	800.0
Arisan 2	2011				TV-14	Movie	big	Nia Dinata	False	big											
Arjun: The Warrior Prince	2011				TV-14	Movie	big	Arnab Chaudhuri	False	big											
Army Wives	2013	TV-14	61.0	small					True	small											
Arrow	2015	TV-14	96.0	small					True	small	tt4364638	tvEpisode	Arrow	Arrow	0.0	2015.0			Documentary,Talk-Show	9.1	97.0
Arès	2016				TV-MA	Movie	big	Jean-Patrick Benes	False	big											
As Above, So Below	2014				R	Movie	big	John Erick Dowdle	False	big	tt2870612	movie	As Above, So Below	As Above, So Below	0.0	2014.0		93.0	Horror,Mystery,Thriller	6.3	120329.0
As Good as It Gets	1997				PG-13	Movie	big	James L. Brooks	False	big	tt0119822	movie	As Good as It Gets	As Good as It Gets	0.0	1997.0		139.0	Comedy,Drama,Romance	7.7	325967.0
Ask the Doctor	2017				TV-PG	TV Show	big		False	big	tt7188736	tvSeries	Ask the Doctor	Ask the Doctor	0.0	2017.0		28.0	Documentary	6.5	323.0
Ask the StoryBots	2016	TV-Y		small					False	small	tt5846856	tvSeries	Ask the StoryBots	Ask the StoryBots	0.0	2016.0	2019.0	24.0	Adventure,Animation,Comedy	8.4	1085.0
